Name,Link 1,Link 1.1,Country,Year,Director,Subtitles,Runtime,Genres,Imdb id,Vote avg,Overview,Spoken languages,Vote count,Release date,Tagline,Collection,Title,Original title
Red River,Streaming link,,America,1 948,Howard Hawks,yes,2h 13m,Action | Adventure | Drama | Romance | Western,IMDB,7.4,"Headstrong Thomas Dunson starts a thriving Texas cattle ranch with the help of his faithful trail hand, Groot, and his protégé, Matthew Garth, an orphan Dunson took under his wing when Matt was a boy. In need of money following the Civil War, Dunson and Matt lead a cattle drive to Missouri, where they will get a better price than locally, but the crotchety older man and his willful young partner begin to butt heads on the exhausting journey.",English,275,1948-08-26,Big as the Men Who Faced This Challenge! Bold as the Women Who Loved Them!,,Red River,Red River
The Treasure of the Sierra Madre,Streaming link,,America,1 948,John Huston,yes,2h 6m,Adventure | Drama | Western,IMDB,8.1,"Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster.",English,676,1948-01-15,"The nearer they get to their treasure, the farther they get from the law.",,The Treasure of the Sierra Madre,The Treasure of the Sierra Madre
Daisy Kenyon,Streaming link,,America,1 947,Otto Preminger,yes,1h 39m,Drama | Romance,IMDB,6.8,"Daisy Kenyon is a Manhattan commercial artist having an affair with an arrogant and overbearing but successful lawyer named Dan O'Mara. O'Mara is married and has children. Daisy meets a single man, a war veteran named Peter Lapham, and after a brief and hesitant courtship decides to marry him, although she is still in love with Dan.",English,25,1947-12-25,,,Daisy Kenyon,Daisy Kenyon
My Darling Clementine,Streaming link,,America,1 946,John Ford,yes,1h 43m,Western,IMDB,7.5,"Wyatt Earp and his brothers Morgan and Virgil ride into Tombstone and leave brother James in charge of their cattle herd. On their return they find their cattle stolen and James dead. Wyatt takes on the job of town marshal, making his brothers deputies, and vows to stay in Tombstone until James' killers are found. He soon runs into the brooding, coughing, hard-drinking Doc Holliday as well as the sullen and vicious Clanton clan. Wyatt discovers the owner of a trinket stolen from James' dead body and the stage is set for the Earps' long-awaited revenge.",English,227,1946-10-17,"She was everything the West was - young, fiery, exciting!",,My Darling Clementine,My Darling Clementine
The Lost Weekend,Streaming link,,America,1 945,Billy Wilder,yes,1h 41m,Drama,IMDB,7.7,"Don Birnam, a long-time alcoholic, has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last - one way or another.",English,316,1945-11-29,The screen dares to open the strange and savage pages of a shocking bestseller!,,The Lost Weekend,The Lost Weekend
Double Indemnity,Streaming link,,America,1 944,Billy Wilder,yes,1h 48m,Crime | Drama | Mystery | Thriller,IMDB,8.2,"A rich woman and a calculating insurance agent plot to kill her unsuspecting husband after he signs a double indemnity policy. Against a backdrop of distinctly Californian settings, the partners in crime plan the perfect murder to collect the insurance, which pays double if the death is accidental.",English,1055,1944-06-14,From the moment they met it was murder!,,Double Indemnity,Double Indemnity
The Magnificent Ambersons,Streaming link,,America,1 942,Orson Welles,yes,1h 28m,Drama | Romance,IMDB,7.4,The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.,English,223,1942-07-10,Real life screened more daringly than it’s ever been before!,,The Magnificent Ambersons,The Magnificent Ambersons
To Be or Not to Be,Streaming link,,America,1 942,Ernst Lubitsch,yes,1h 47m,Comedy,IMDB,6.9,"A bad Polish actor is just trying to make a living when Poland is invaded by the Germans in World War II. His wife has the habit of entertaining young polish officers while he's on stage, which is also a source of depression to him. When one of her officers comes back on a Secret Mission, the actor takes charge and comes up with a plan for them to escape.",English | Polish,128,1983-12-16,That is the movie!,,To Be or Not to Be,To Be or Not to Be
The Maltese Falcon,Streaming link,,America,1 941,John Huston,yes,1h 41m,Crime | Mystery | Thriller,IMDB,7.8,"A private detective takes on a case that involves him with three eccentric criminals, a beautiful liar, and their quest for a priceless statuette.",English,999,1941-10-18,A story as EXPLOSIVE as his BLAZING automatics!,,The Maltese Falcon,The Maltese Falcon
The Shop Around,Streaming link,,America,1 940,Ernst Lubitsch,yes,,,,,,,,,,,,
Fury,Streaming link,,America,1 936,Fritz Lang,yes,2h 15m,Action | Drama | War,IMDB,7.5,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",English,8609,2014-10-15,War never ends quietly.,,Fury,Fury
The Tale of the Princess Kaguya,Streaming link,,Japan,2 013,Isao Takahata,yes,2h 17m,Animation | Drama | Fantasy,IMDB,8.1,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her - but ultimately she must confront her fate, the punishment for her crime.",Japanese,1059,2013-11-23,A princess's crime and punishment,,The Tale of the Princess Kaguya,
The Wrestler,Streaming link,,America,2 008,Darren Aronofsky,yes,1h 49m,Drama | Romance,IMDB,7.5,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",English,2436,2008-09-07,Love. Pain. Glory.,,The Wrestler,The Wrestler
Winter Sleep,Streaming link,,Turkey,2 014,Nuri Bilge Ceylan,yes,2h 19m,,,8.0,"A documentary about the shooting session of the film ""Winter Sleep"" by Nuri Bilge Ceylan. 'Winter Sleep' had been shot in about 14 weeks in Cappadocia region of Anatolia.",Turkish,2,2018-12-18,,,Shooting  Winter Sleep,Shooting  Winter Sleep
Inland Empire,Streaming link,,America,2 006,David Lynch,yes,3h 0m,Drama | Fantasy | Mystery | Thriller,IMDB,7.2,An actress's perception of reality becomes increasingly distorted as she finds herself falling for her co-star in a remake of an unfinished Polish production that was supposedly cursed.,English | Polish,686,2006-09-06,A woman in trouble,,Inland Empire,Inland Empire
Once Upon a Time in Anatolia,Streaming link,,Turkey,2 011,Nuri Bilge Ceylan,yes,1h 32m,,,8.0,"A documentary about the shooting session of the film ""Once Upon A Time in Anatolia"" by Nuri Bilge Ceylan. 'Once Upon A Time in Anatolia' had been shot in about 11 weeks in the steppes of middle Anatolia close to ""Keskin"", a middle Anatolian town next to the city of Kirikkale.",Turkish,1,2018-12-15,,,Shooting Once Upon A Time in Anatolia,Shooting Once Upon A Time in Anatolia
Broken Flowers,Streaming link,,America,2 005,Jim Jarmusch,yes,1h 46m,Comedy | Drama | Mystery | Romance,IMDB,6.9,"As the devoutly single Don Johnston is dumped by his latest girlfriend, he receives an anonymous pink letter informing him that he has a son who may be looking for him.",English,823,2005-08-05,Sometimes life brings some strange surprises,,Broken Flowers,Broken Flowers
Amour,Streaming link,,Austria,2 012,Michael Haneke,yes,2h 7m,Drama | Romance,IMDB,7.8,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",French,1027,2012-07-01,,,Amour,Amour
Idiots and Angels,Streaming link,,America,2 008,Bill Plympton,no dialog,1h 18m,Animation | Comedy,IMDB,6.6,"Angel, a selfish rotter is hanging around in a local bar, groping the wife of the barman and dealing with weapons. One morning he wakes up finding a pair of wings growing at his back. These wings do good deeds against his nature. But suddenly he finds himself fighting those who want these wings for their own dark plans.",No Language,42,2008-04-26,,,Idiots and Angels,Idiots and Angels
Faces Places,Streaming link,,France,2 017,Agnès Varda,yes,1h 34m,Documentary,IMDB,7.8,Director Agnès Varda and photographer/muralist JR journey through rural France and form an unlikely friendship.,French,257,2017-06-28,,,Faces Places,"Visages, villages"
The Limits Of Control,Streaming link,,America,2 009,Jim Jarmusch,yes,,,,,,,,,,,,
The Turin Horse,Streaming link,,Hungary,2 011,Béla Tarr,yes,2h 35m,Drama,IMDB,7.8,A monumental windstorm and an abused horse's refusal to work or eat signal the beginning of the end for a poor farmer and his daughter.,German | Hungarian,199,2011-02-15,,,The Turin Horse,A torinói ló
Los Muertos,Streaming link,,Argentina,2 004,Lisandro Alonso,yes,,,,,,,,,,,,
La libertad,Streaming link,,Argentina,2 001,Lisandro Alonso,yes,,,,,,,,,,,,
The Official Story,Streaming link,,Argentina,1 985,Luis Puenzo,yes,,,,0.0,"A collection of football star Ian Rush's best goals together with interviews with friends, family and colleagues. Rush guides you through his school days, his triumphs at Liverpool and his ill-fated trip to Italy before his return to Liverpool",,,,,,Goal Rush - The Official Story Of Ian Rush,Goal Rush - The Official Story Of Ian Rush
Liverpool,Streaming link,,Argentina,2 008,Lisandro Alonso,yes,1h 45m,Drama | Romance,IMDB,6.5,"Liverpool, 1978: What starts as a vibrant affair between a legendary femme-fatale, the eccentric Academy Award-winning actress Gloria Grahame, and her young lover, British actor Peter Turner, quickly grows into a deeper relationship, with Turner being the person Gloria turns to for comfort.",English,108,2017-11-17,"Love, just like in the movies.",,Film Stars Don't Die in Liverpool,Film Stars Don't Die in Liverpool
Fantasma,Streaming link,,Argentina,2 006,Lisandro Alonso,yes,1h 39m,Drama | Horror | Romance,IMDB,4.7,"Gory remake of the Gaston Leroux classic story, only this time, the phantom is not disfigured, but a man who was raised by rats deep under the Paris Opera House.",English | French | Italian,107,1998-11-20,,,The Phantom of the Opera,Il fantasma dell'opera
The Wind Rises,Streaming link,,Japan,2 013,Hayao Miyazaki,yes,2h 6m,Animation | Drama | History | Romance | War,IMDB,7.8,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.",French | German | Italian | Japanese,1826,2013-07-20,We must live.,,The Wind Rises,
The Secret In Their Eyes,Streaming link,,Argentina,2 009,Juan José Campanella,yes,,,,,,,,,,,,
Mary and Max,Streaming link,,Australia,2 009,Adam Elliot,yes,1h 32m,Animation | Comedy | Drama,IMDB,7.8,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York. In the mid-1970s, a homely, friendless Australian girl of 8 picks a name out of a Manhattan phone book and writes to him; she includes a chocolate bar. He writes back, with chocolate. Thus begins a 20-year correspondence. Will the two ever meet face to face?",English | Yiddish,1258,2009-02-09,Sometimes perfect strangers make the best friends.,,Mary and Max,Mary and Max
